##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
471.992;147.775;1
884.73596;277.0;2
1415.977;443.32498;3
1490.0381;466.51196;4
2021.279;632.837;5
2434.023;762.062;6
2730.263;854.8109;7
3202.255;1002.58594;8
3555.751;1113.2609;9
4027.743;1261.0359;10
4440.487;1390.2609;11
4736.727;1483.0099;12
5045.787;1579.7726;13
5577.0283;1746.0978;14
5930.525;1856.7728;15
6461.7656;2023.0978;16
6993.007;2189.423;17
7346.503;2300.0981;18
7818.495;2447.8733;19
8231.239;2577.0984;20
8408.984;2632.7473;21
8718.044;2729.51;22
9130.788;2858.735;23
9602.78;3006.51;24
9839.773;3080.709;25
10017.517;3136.359;26
