##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
353.496;110.675;1
662.556;207.43771;2
1193.797;373.7627;3
1502.857;470.5254;4
1856.353;581.2004;5
2269.097;710.42535;6
2622.5933;821.1004;7
3094.5862;968.87537;8
3213.083;1005.97534;9
3685.0762;1153.7504;10
3803.572;1190.8495;11
3981.3171;1246.4984;12
4055.3772;1269.6864;13
4364.4375;1366.4492;14
4717.9336;1477.1241;15
5189.9263;1624.8992;16
5602.6704;1754.1241;17
5721.1675;1791.2241;18
6252.4087;1957.5491;19
6724.4014;2105.324;20
7077.898;2215.999;21
7549.891;2363.774;22
7727.636;2419.4233;23
7964.6284;2493.6233;24
8083.1245;2530.7224;25
8260.869;2586.3716;26
8673.613;2715.5967;27
8982.674;2812.3594;28
9395.418;2941.5845;29
9469.479;2964.7715;30
9778.538;3061.5342;31
10015.531;3135.7332;32
10428.275;3264.9583;33
10665.268;3339.1575;34
10902.259;3413.3564;35
11020.755;3450.4556;36
11433.499;3579.6807;37
11729.739;3672.4297;38
11907.484;3728.079;39
12320.229;3857.3042;40
12497.973;3912.9531;41
12675.717;3968.603;42
12749.777;3991.79;43
12823.838;4014.978;44
12942.334;4052.0781;45
13120.078;4107.727;46
13297.823;4163.376;47
13416.319;4200.475;48
13594.063;4256.125;49
13771.809;4311.774;50
13949.554;4367.4233;51
14480.794;4533.7485;52
14658.538;4589.3984;53
14895.531;4663.5977;54
15367.524;4811.372;55
15604.517;4885.5713;56
15782.262;4941.22;57
15960.007;4996.8696;58
16269.066;5093.6323;59
16446.81;5149.282;60
16683.8;5223.481;61
16757.861;5246.669;62
17066.92;5343.4316;63
17244.666;5399.081;64
17363.162;5436.181;65
17716.658;5546.856;66
18012.898;5639.605;67
18484.89;5787.3804;68
18662.635;5843.0293;69
18899.627;5917.229;70
19077.371;5972.879;71
19255.115;6028.529;72
19373.611;6065.629;73
19492.107;6102.728;74
19669.852;6158.3774;75
19847.596;6214.0264;76
20025.34;6269.6763;77
20262.332;6343.875;78
20558.572;6436.6245;79
20971.316;6565.8496;80
21045.377;6589.0366;81
21119.438;6612.2236;82
21356.43;6686.4233;83
21593.422;6760.6235;84
21711.918;6797.722;85
21889.662;6853.372;86
22067.406;6909.021;87
22304.398;6983.221;88
22541.39;7057.421;89
23072.63;7223.746;90
23250.375;7279.395;91
23428.12;7335.045;92
23605.863;7390.695;93
23842.855;7464.895;94
24020.6;7520.545;95
24198.344;7576.194;96
24376.088;7631.8438;97
24450.146;7655.031;98
24524.207;7678.2188;99
24701.951;7733.8677;100
24820.447;7770.968;101
24998.191;7826.6167;102
25175.936;7882.2656;103
25294.432;7919.3657;104
25590.674;8012.1147;105
25768.418;8067.7637;106
26005.41;8141.9634;107
26183.154;8197.612;108
26360.898;8253.261;109
26538.643;8308.91;110
26716.387;8364.559;111
