##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
353.496;110.675;1
662.556;207.43771;2
1016.052;318.1127;3
1253.0449;392.3117;4
1725.0369;540.0867;5
2137.781;669.3117;6
2491.277;779.9867;7
2844.7732;890.6617;8
3153.8333;987.4244;9
3462.8933;1084.1871;10
3934.8853;1231.962;11
4406.877;1379.737;12
4819.621;1508.9622;13
4893.681;1532.1494;14
5306.425;1661.3744;15
5659.921;1772.0494;16
5896.914;1846.2484;17
6250.41;1956.9235;18
6663.1543;2086.1484;19
7016.6504;2196.8235;20
7547.8916;2363.1484;21
7666.3877;2400.2483;22
7962.628;2492.9976;23
8081.124;2530.0974;24
8553.115;2677.8723;25
8862.176;2774.635;26
9171.235;2871.3977;27
9348.98;2927.0469;28
9702.477;3037.722;29
9776.537;3060.9092;30
9954.282;3116.5583;31
10367.026;3245.7834;32
10544.7705;3301.4324;33
10957.515;3430.6575;34
11076.012;3467.7566;35
11313.005;3541.9558;36
11666.501;3652.6309;37
12019.997;3763.306;38
12138.493;3800.4058;39
12212.555;3823.5928;40
12286.615;3846.7798;41
12464.359;3902.4297;42
12642.1045;3958.079;43
12819.849;4013.729;44
12997.592;4069.3792;45
13234.583;4143.579;46
13308.643;4166.766;47
13617.702;4263.529;48
13736.199;4300.628;49
13810.26;4323.8154;50
13884.319;4347.0024;51
14002.815;4384.1025;52
14415.56;4513.3276;53
14534.056;4550.4277;54
14652.553;4587.527;55
15183.793;4753.8516;56
15361.538;4809.501;57
15539.283;4865.15;58
15613.343;4888.337;59
15687.404;4911.525;60
15865.148;4967.175;61
16396.39;5133.5;62
16514.887;5170.5996;63
16588.947;5193.7866;64
16707.443;5230.8867;65
17003.684;5323.636;66
17122.18;5360.736;67
17196.24;5383.924;68
17314.736;5421.023;69
17433.234;5458.1216;70
17610.979;5513.7705;71
17685.04;5536.9585;72
17922.031;5611.157;73
17996.092;5634.345;74
18114.588;5671.4443;75
18233.084;5708.5444;76
18307.145;5731.7314;77
18381.205;5754.9185;78
18499.701;5792.0176;79
18618.2;5829.1167;80
18736.695;5866.216;81
19267.936;6032.541;82
19386.432;6069.641;83
19460.492;6092.828;84
19578.988;6129.928;85
19697.484;6167.0273;86
19875.229;6222.6763;87
19993.727;6259.7754;88
20112.223;6296.8755;89
20186.281;6320.0625;90
20599.023;6449.2876;91
20673.084;6472.4746;92
20747.145;6495.6616;93
20865.64;6532.7617;94
20984.137;6569.862;95
21161.883;6625.5103;96
21339.625;6681.16;97
21458.121;6718.2603;98
21532.182;6741.4473;99
21709.926;6797.096;100
21828.422;6834.1963;101
21946.918;6871.2964;102
22020.977;6894.4844;103
22095.037;6917.6714;104
22169.098;6940.8584;105
22243.158;6964.0464;106
22317.219;6987.2334;107
22391.28;7010.4204;108
22465.338;7033.6084;109
22643.082;7089.2583;110
22761.578;7126.3584;111
22880.074;7163.4585;112
23117.064;7237.6587;113
23413.305;7330.4077;114
23591.049;7386.0566;115
23709.545;7423.1562;116
23887.29;7478.805;117
24005.785;7515.9053;118
24124.28;7553.0054;119
24242.775;7590.1055;120
24479.768;7664.3057;121
24657.512;7719.9556;122
24894.504;7794.156;123
25190.744;7886.905;124
25368.488;7942.5537;125
25486.984;7979.654;126
25561.043;8002.842;127
25679.54;8039.942;128
25857.283;8095.591;129
25975.78;8132.691;130
26094.275;8169.791;131
26272.02;8225.439;132
26346.078;8248.628;133
26464.574;8285.728;134
26642.318;8341.377;135
21332.775;6864.5225;106
21406.836;6887.7095;107
21480.895;6910.8965;108
21554.957;6934.0845;109
21866.01;7031.4717;110
21940.068;7054.6587;111
22014.129;7077.8467;112
22088.19;7101.0337;113
22162.248;7124.2207;114
22236.307;7147.4077;115
22310.367;7170.5947;116
22384.428;7193.7817;117
22458.488;7216.9688;118
22532.547;7240.1567;119
