##;##
@Airflow2
HACS volumetric airflow;Parallel volumetric airflow 0.1 loss;Parallel volumetric airflow 0.2 loss;Parallel volumetric airflow 0.3 loss;Parallel volumetric airflow 0.4 loss;Parallel volumetric airflow 0.5 loss
0.08163265;0.08163265;0.08163265;0.08979592;0.09795918;0.12244898
0.14693879;0.16326533;0.18775514;0.21224493;0.24489796;0.2938775
0.22040819;0.24489796;0.277551;0.31836727;0.36734682;0.44081613
0.2938775;0.32653055;0.36734682;0.41632637;0.48163244;0.5795915
0.35918358;0.39999986;0.4489794;0.51428545;0.59591806;0.71020365
0.4326529;0.48163244;0.5469385;0.6204078;0.72653013;0.86530554
0.5061222;0.55510175;0.62857103;0.7183669;0.83265257;1.0040809
0.563265;0.6204078;0.7020404;0.7999995;0.9306116;1.1183666
0.6367343;0.71020365;0.7918362;0.90612185;1.0612237;1.2653052
0.71020365;0.7918362;0.88979536;1.0204074;1.1836727;1.420407
0.7999995;0.88979536;0.9959177;1.1428564;1.3306112;1.5918355
0.86530554;0.96326464;1.0857135;1.2326522;1.4448968;1.730611
0.94693816;1.0448972;1.1755093;1.3469378;1.5673457;1.8857129
1.0122442;1.1183666;1.2653052;1.4448968;1.6816314;2.016325
1.069387;1.1836727;1.3306112;1.5265294;1.7795905;2.1306105
1.0775503;1.1999991;1.3469378;1.542856;1.795917;2.1551003
1.1183666;1.2408154;1.3959173;1.5918355;1.8612231;2.2285697
1.2081624;1.3387744;1.5020397;1.7224476;2.0081618;2.4081614
1.2734685;1.4122438;1.5918355;1.8122436;2.114284;2.5387735
