##;##
@Airflow %
HACS volumetric airflow;CACS volumetric airflow;Parallel volumetric airflow 0.1 loss;Parallel volumetric airflow 0.2 loss;Parallel volumetric airflow 0.3 loss;Parallel volumetric airflow 0.4 loss;Parallel volumetric airflow 0.5 loss
0.08979592;0.0;0.09795918;0.114285715;0.13061225;0.14693879;0.17959186
0.16326533;0.0;0.18775514;0.20408168;0.2367347;0.277551;0.32653055
0.24489796;0.0;0.26938772;0.30204076;0.34285706;0.39999986;0.48163244
0.30204076;0.0;0.3346938;0.3755101;0.42448962;0.49795893;0.59591806
0.36734682;0.0;0.4081631;0.45714265;0.5224487;0.61224455;0.7346934
0.39999986;0.0;0.44081613;0.49795893;0.563265;0.66122407;0.7918362
0.45714265;0.0;0.5061222;0.563265;0.6448976;0.7510199;0.90612185
0.47346917;0.0;0.5224487;0.5877548;0.6775506;0.7836729;0.94693816
0.5061222;0.0;0.55510175;0.62857103;0.7183669;0.83265257;1.0040809
0.55510175;0.0;0.61224455;0.6938771;0.7918362;0.9224484;1.10204
0.57142824;0.0;0.6367343;0.71020365;0.81632596;0.94693816;1.1428564
0.5877548;0.0;0.65306085;0.7346934;0.8408158;0.9795912;1.1755093
0.66122407;0.0;0.7346934;0.8244893;0.9387749;1.0938767;1.3142847
0.7183669;0.0;0.7918362;0.88979536;1.0204074;1.1918359;1.4285704
0.7346934;0.0;0.81632596;0.9142851;1.0448972;1.2244889;1.4693866
0.7836729;0.0;0.8734688;0.9795912;1.1183666;1.3061215;1.5673457
0.81632596;0.0;0.90612185;1.0204074;1.1591828;1.355101;1.6244885
0.86530554;0.0;0.95510143;1.0775503;1.2326522;1.4367336;1.7224476
0.88979536;0.0;0.9877544;1.1102033;1.2734685;1.4857131;1.7795905
0.9142851;0.0;1.0122442;1.134693;1.2979583;1.5183662;1.8204068
0.9306116;0.0;1.0285708;1.1591828;1.322448;1.542856;1.8530598
0.9877544;0.0;1.0938767;1.2326522;1.4122438;1.6408151;1.9673454
0.9959177;0.0;1.1102033;1.2489786;1.4285704;1.6653049;1.9918352
