##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
309.06;96.7627;1
721.80396;225.9877;2
1134.548;355.2127;3
1606.5399;502.9877;4
2019.2839;632.2127;5
2432.0278;761.43774;6
2844.7717;890.6627;7
3153.8318;987.4254;8
3507.328;1098.1003;9
3860.8237;1208.7754;10
4332.816;1356.5503;11
4451.3125;1393.6493;12
4760.3726;1490.412;13
5069.4326;1587.1747;14
5482.177;1716.3997;15
5894.921;1845.6246;16
6366.9136;1993.3997;17
6720.4097;2104.0747;18
6957.403;2178.2737;19
7266.463;2275.0364;20
7738.4546;2422.8115;21
7916.1997;2478.461;22
8034.697;2515.5598;23
8153.193;2552.6592;24
8684.434;2718.9844;25
9097.178;2848.2095;26
9569.17;2995.9846;27
9981.914;3125.2097;28
10159.659;3180.859;29
10396.651;3255.058;30
10574.396;3310.707;31
10883.457;3407.4697;32
11061.202;3463.1187;33
11238.947;3518.7676;34
11416.691;3574.4175;35
11594.437;3630.0667;36
11668.496;3653.2537;37
12199.737;3819.5786;38
12273.797;3842.7666;39
12451.541;3898.4165;40
12688.533;3972.6157;41
12866.277;4028.2646;42
13044.022;4083.9136;43
13221.768;4139.5625;44
13458.76;4213.761;45
13755.0;4306.5103;46
13932.744;4362.16;47
14051.24;4399.2603;48
14125.3;4422.448;49
14303.044;4478.097;50
14377.1045;4501.284;51
14686.164;4598.047;52
15158.156;4745.8223;53
15232.216;4769.0103;54
15409.961;4824.6597;55
15763.457;4935.3345;56
16235.449;5083.109;57
16353.945;5120.209;58
16590.938;5194.408;59
16944.434;5305.0835;60
17122.178;5360.7334;61
17653.42;5527.058;62
17890.412;5601.258;63
18127.404;5675.457;64
18245.9;5712.5566;65
18423.646;5768.206;66
18542.143;5805.305;67
18660.639;5842.4053;68
18897.63;5916.6055;69
19075.377;5972.2544;70
19253.121;6027.9043;71
19327.182;6051.0913;72
19564.174;6125.291;73
19741.918;6180.941;74
19815.977;6204.129;75
19993.723;6259.7783;76
20171.467;6315.4272;77
20289.963;6352.5264;78
20408.459;6389.6265;79
20586.203;6445.2764;80
20763.947;6500.9263;81
21000.94;6575.125;82
21237.934;6649.325;83
21474.926;6723.524;84
21652.67;6779.174;85
21726.73;6802.361;86
21963.723;6876.561;87
22141.467;6932.21;88
22259.963;6969.31;89
22437.707;7024.959;90
22615.451;7080.608;91
22793.195;7136.258;92
22970.94;7191.9067;93
23089.436;7229.007;94
23267.18;7284.6567;95
23504.172;7358.8564;96
24035.412;7525.181;97
24331.652;7617.9307;98
24627.893;7710.6797;99
24805.637;7766.3286;100
24983.38;7821.9775;101
25161.125;7877.6265;102
25338.87;7933.2754;103
25635.11;8026.0244;104
25753.605;8063.1245;105
25931.35;8118.7744;106
26168.342;8192.974;107
26346.086;8248.623;108
26523.83;8304.271;109
26597.89;8327.459;110
26716.387;8364.559;111
20962.479;6451.783;1
21080.975;6488.883;2
21434.47;6599.5576;3
21787.967;6710.233;4
21906.463;6747.333;5
22158.268;6881.819;6
22511.764;6992.494;7
22865.26;7103.169;8
22983.756;7140.269;9
23102.254;7177.368;10
23220.75;7214.468;11
23339.246;7251.568;12
23457.742;7288.668;13
23576.238;7325.767;14
23694.734;7362.8667;15
23813.23;7399.967;16
23931.727;7437.067;17
24050.225;7474.166;18
24168.72;7511.266;19
24287.217;7548.3647;20
24405.713;7585.465;21
24524.209;7622.564;22
24879.697;7733.863;23
24998.193;7770.963;24
25116.69;7808.063;25
25235.186;7845.163;26
25353.682;7882.263;27
25472.178;7919.3633;28
25590.674;7956.463;29
25709.17;7993.563;30
25960.973;8128.049;31
26035.033;8151.236;32
26153.53;8188.336;33
26272.025;8225.436;34
26346.086;8248.623;35
26464.584;8285.723;36
26583.078;8322.822;37
26701.574;8359.923;38
