##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
412.744;129.225;1
766.24;239.90001;2
1119.736;350.575;3
1532.48;479.80002;4
1945.224;609.025;5
2357.968;738.25;6
2770.712;867.475;7
3242.7039;1015.25;8
3655.4478;1144.475;9
4008.9438;1255.15;10
4540.1846;1421.475;11
4893.681;1532.1499;12
5365.6733;1679.9249;13
5778.4175;1809.1499;14
5956.162;1864.799;15
6133.907;1920.448;16
6546.6514;2049.6729;17
7018.6436;2197.448;18
7431.3877;2326.673;19
7844.132;2455.898;20
7918.1934;2479.0852;21
8330.9375;2608.3103;22
8567.931;2682.5093;23
8745.676;2738.1584;24
8982.668;2812.3574;25
9454.661;2960.1326;26
9926.652;3107.9077;27
10104.3955;3163.5576;28
10517.14;3292.7827;29
10754.133;3366.9817;30
10828.194;3390.1687;31
11137.254;3486.9314;32
11314.998;3542.5813;33
11433.495;3579.6812;34
11964.735;3746.0063;35
12377.48;3875.2314;36
12555.226;3930.8804;37
12967.97;4060.1055;38
13042.029;4083.2925;39
13573.2705;4249.617;40
13751.016;4305.266;41
14223.007;4453.0415;42
14341.504;4490.1406;43
14460.0;4527.2393;44
14872.744;4656.4644;45
15168.984;4749.2134;46
15243.045;4772.4004;47
15317.1045;4795.5884;48
15391.165;4818.7754;49
15568.91;4874.4243;50
15642.972;4897.6113;51
15820.716;4953.261;52
15939.212;4990.3613;53
16470.453;5156.686;54
16648.197;5212.3354;55
16825.941;5267.9854;56
17297.936;5415.7603;57
17769.928;5563.535;58
17947.672;5619.185;59
18125.416;5674.834;60
18303.16;5730.483;61
18421.656;5767.583;62
18599.4;5823.233;63
18836.393;5897.433;64
18954.889;5934.5317;65
19028.95;5957.7197;66
19147.443;5994.82;67
19221.504;6018.007;68
19399.248;6073.6567;69
19517.744;6110.756;70
19754.736;6184.955;71
19991.729;6259.1553;72
20228.72;6333.3545;73
20465.713;6407.554;74
20643.457;6463.203;75
20717.518;6486.391;76
20895.262;6542.041;77
21132.254;6616.2407;78
21250.75;6653.341;79
21428.494;6708.9907;80
21606.238;6764.6406;81
21680.299;6787.8276;82
21754.357;6811.0146;83
22050.598;6903.7637;84
22228.342;6959.4126;85
22346.84;6996.5117;86
22524.584;7052.1606;87
22702.328;7107.8096;88
22820.824;7144.9087;89
22894.885;7168.0957;90
23072.629;7223.7446;91
23368.867;7316.4937;92
23546.611;7372.1436;93
23724.355;7427.7925;94
23842.852;7464.8926;95
24079.846;7539.0913;96
24198.342;7576.1914;97
24435.334;7650.3916;98
24553.83;7687.491;99
24790.822;7761.6914;100
25087.062;7854.4404;101
25324.055;7928.6396;102
25501.799;7984.2896;103
25679.543;8039.9385;104
25753.604;8063.1255;105
25931.348;8118.7744;106
26049.844;8155.8745;107
26227.588;8211.523;108
26405.332;8267.172;109
26479.393;8290.359;110
26716.387;8364.559;111
20046.127;6164.8853;1
20399.623;6275.56;2
20753.12;6386.235;3
20871.615;6423.335;4
21225.111;6534.01;5
21343.607;6571.11;6
21462.104;6608.2095;7
21580.6;6645.3096;8
21699.096;6682.409;9
22052.592;6793.0845;10
22171.088;6830.1846;11
22289.586;6867.2837;12
22363.645;6890.4707;13
22482.14;6927.5693;14
22600.637;6964.669;15
22719.133;7001.769;16
23072.629;7112.4443;17
23191.127;7149.5435;18
23309.623;7186.6436;19
23428.12;7223.7427;20
23546.615;7260.843;21
23665.111;7297.943;22
24020.6;7409.2417;23
24094.66;7432.4287;24
24213.156;7469.5283;25
24331.652;7506.6284;26
24450.148;7543.7285;27
24568.645;7580.8286;28
24687.14;7617.9272;29
24805.639;7655.0273;30
24924.135;7692.1274;31
25042.63;7729.2266;32
25294.436;7863.713;33
25412.932;7900.813;34
25664.736;8035.299;35
25783.23;8072.399;36
25901.727;8109.4985;37
26020.223;8146.5986;38
26138.719;8183.6987;39
26257.215;8220.799;40
26375.71;8257.898;41
26494.207;8294.999;42
26612.703;8332.099;43
