##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
309.06;96.7627;1
781.052;244.53769;2
1193.7959;373.7627;3
1665.7881;521.5377;4
1974.8481;618.3004;5
2387.592;747.5254;6
2696.652;844.2881;7
3050.1482;954.96313;8
3522.14;1102.738;9
3875.636;1213.4131;10
4406.877;1379.738;11
4525.3735;1416.837;12
4938.1177;1546.062;13
5247.1777;1642.8247;14
5321.239;1666.0117;15
5793.231;1813.7866;16
6265.2236;1961.5616;17
6677.968;2090.7866;18
7090.712;2220.0117;19
7268.457;2275.6611;20
7799.698;2441.986;21
7918.1953;2479.0852;22
8390.1875;2626.8604;23
8802.932;2756.0854;24
8921.428;2793.1846;25
9230.488;2889.9473;26
9702.4795;3037.7224;27
9880.225;3093.3718;28
10057.97;3149.0212;29
10470.714;3278.2463;30
10942.705;3426.0215;31
11355.449;3555.2466;32
11827.44;3703.0217;33
12005.186;3758.6707;34
12182.931;3814.3196;35
12360.676;3869.969;36
12773.42;3999.194;37
12891.917;4036.2932;38
13128.91;4110.4917;39
13247.407;4147.592;40
13600.903;4258.2666;41
13909.963;4355.0293;42
14087.707;4410.679;43
14265.451;4466.329;44
14383.947;4503.429;45
14561.692;4559.078;46
14680.189;4596.1772;47
15211.431;4762.5024;48
15329.927;4799.602;49
15566.92;4873.8013;50
15744.664;4929.451;51
15818.726;4952.638;52
15937.222;4989.7383;53
16055.719;5026.8374;54
16233.463;5082.4873;55
16470.455;5156.6865;56
16707.447;5230.8853;57
16944.44;5305.0854;58
17122.184;5360.735;59
17299.928;5416.384;60
17373.988;5439.572;61
17551.732;5495.2217;62
17729.477;5550.8716;63
17907.22;5606.5205;64
18144.213;5680.72;65
18218.273;5703.907;66
18396.018;5759.556;67
18573.762;5815.205;68
18647.822;5838.393;69
18944.06;5931.142;70
19181.053;6005.3423;71
19490.113;6102.105;72
19727.105;6176.3047;73
20258.346;6342.63;74
20495.338;6416.8296;75
20613.834;6453.9297;76
20850.828;6528.129;77
21028.572;6583.778;78
21206.316;6639.4277;79
21384.06;6695.077;80
21458.121;6718.264;81
21532.182;6741.452;82
21709.926;6797.101;83
21828.422;6834.1997;84
22006.166;6889.8496;85
22080.227;6913.0366;86
22257.97;6968.686;87
22554.21;7061.435;88
22672.707;7098.535;89
22850.451;7154.185;90
23028.195;7209.834;91
23205.94;7265.484;92
23442.932;7339.6836;93
23561.428;7376.7837;94
23739.172;7432.4336;95
23857.668;7469.5327;96
24035.412;7525.1816;97
24213.156;7580.8315;98
24509.396;7673.5806;99
24746.389;7747.781;100
24924.133;7803.4297;101
25101.877;7859.0786;102
25279.621;7914.7275;103
25457.365;7970.3765;104
25635.11;8026.0254;105
25931.35;8118.7744;106
26109.094;8174.4233;107
26183.154;8197.61;108
26420.146;8271.81;109
26597.89;8327.459;110
26716.387;8364.559;111
20046.127;6164.8853;1
20164.623;6201.985;2
20518.12;6312.6597;3
20871.615;6423.335;4
21225.111;6534.01;5
21343.607;6571.11;6
21697.104;6681.7847;7
21815.6;6718.885;8
21934.096;6755.985;9
22052.592;6793.0845;10
22406.088;6903.76;11
22524.584;6940.86;12
22598.645;6964.047;13
22717.14;7001.147;14
22835.637;7038.2456;15
22954.133;7075.345;16
23072.629;7112.4443;17
23191.125;7149.5444;18
23309.623;7186.6436;19
23428.12;7223.7437;20
23546.615;7260.8438;21
23798.42;7395.329;22
23916.916;7432.429;23
24035.412;7469.5283;24
24153.908;7506.6284;25
24272.404;7543.7285;26
24390.9;7580.828;27
24509.398;7617.9272;28
24627.895;7655.0273;29
24746.39;7692.1274;30
24864.887;7729.2266;31
24983.383;7766.3267;32
25101.879;7803.427;33
25220.375;7840.527;34
25338.871;7877.627;35
25457.367;7914.727;36
25575.863;7951.827;37
25931.352;8063.126;38
26049.848;8100.226;39
26301.652;8234.712;40
26375.713;8257.898;41
26494.207;8294.999;42
26612.703;8332.099;43
