##;##
@Airflow %
HACS volumetric airflow;CACS volumetric airflow;Parallel volumetric airflow 0.1 loss;Parallel volumetric airflow 0.2 loss;Parallel volumetric airflow 0.3 loss;Parallel volumetric airflow 0.4 loss;Parallel volumetric airflow 0.5 loss
0.08163265;0.0;0.08163265;0.08979592;0.09795918;0.114285715;0.13877553
0.12244898;0.0;0.13061225;0.14693879;0.1714286;0.19591841;0.2367347
0.1714286;0.0;0.18775514;0.21224493;0.24489796;0.28571424;0.34285706
0.22040819;0.0;0.24489796;0.277551;0.31836727;0.36734682;0.44081613
0.277551;0.0;0.31020403;0.3510203;0.39999986;0.46530592;0.55510175
0.31020403;0.0;0.34285706;0.38367334;0.44081613;0.51428545;0.61224455
0.3755101;0.0;0.41632637;0.46530592;0.530612;0.6204078;0.7428567
0.46530592;0.0;0.51428545;0.5795915;0.66122407;0.76734644;0.9224484
0.48979568;0.0;0.5469385;0.61224455;0.7020404;0.81632596;0.9795912
0.55510175;0.0;0.6204078;0.6938771;0.7918362;0.9224484;1.1102033
0.61224455;0.0;0.6857139;0.76734644;0.8734688;1.0204074;1.2244889
0.7020404;0.0;0.7755097;0.8734688;0.9959177;1.1673461;1.3959173
0.71020365;0.0;0.7918362;0.88979536;1.0204074;1.1836727;1.420407
0.7918362;0.0;0.8734688;0.9877544;1.1265298;1.3142847;1.575509
0.81632596;0.0;0.90612185;1.0204074;1.1673461;1.3632643;1.6326518
0.8408158;0.0;0.9306116;1.0448972;1.1918359;1.3959173;1.6734681
0.8571423;0.0;0.95510143;1.069387;1.2244889;1.4285704;1.7142844
