##;##
@Chart
HACS volumetric airflow;CACS volumetric airflow;Parallel volumetric airflow 0.1 loss;Parallel volumetric airflow 0.2 loss;Parallel volumetric airflow 0.3 loss;Parallel volumetric airflow 0.4 loss;Parallel volumetric airflow 0.5 loss
0.08979592;0.0;0.09795918;0.114285715;0.13061225;0.14693879;0.17959186
0.13877553;0.0;0.15510206;0.1714286;0.19591841;0.22857144;0.277551
0.22857144;0.0;0.25306123;0.28571424;0.31836727;0.3755101;0.4489794
0.28571424;0.0;0.31836727;0.3510203;0.4081631;0.47346917;0.563265
0.35918358;0.0;0.39999986;0.4489794;0.51428545;0.59591806;0.7183669
0.3755101;0.0;0.41632637;0.46530592;0.530612;0.6204078;0.7428567
0.39183658;0.0;0.4326529;0.48979568;0.55510175;0.65306085;0.7836729
0.45714265;0.0;0.5061222;0.57142824;0.65306085;0.75918317;0.9142851
0.47346917;0.0;0.5224487;0.5877548;0.66938734;0.7836729;0.9387749
