##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
412.744;129.225;1
943.985;295.55;2
1253.0449;392.31268;3
1665.7891;521.5377;4
2078.533;650.7627;5
2491.2769;779.9877;6
2963.269;927.7627;7
3272.3289;1024.5254;8
3685.0728;1153.7504;9
4038.5688;1264.4254;10
4451.313;1393.6504;11
4629.058;1449.2994;12
4806.803;1504.9485;13
4925.3003;1542.0485;14
5338.0444;1671.2734;15
5750.7886;1800.4984;16
6104.2847;1911.1733;17
6178.3457;1934.3604;18
6296.842;1971.4603;19
6709.586;2100.6853;20
7122.3296;2229.9102;21
7359.3228;2304.1091;22
7831.315;2451.8843;23
8140.375;2548.647;24
8493.871;2659.322;25
8567.931;2682.51;26
8686.427;2719.6091;27
9158.419;2867.3843;28
9395.412;2941.5833;29
9704.473;3038.346;30
10235.714;3204.671;31
10472.706;3278.87;32
10709.698;3353.069;33
10783.76;3376.256;34
11255.752;3524.0312;35
11609.248;3634.7063;36
11683.31;3657.8933;37
11861.052;3713.5435;38
12333.044;3861.3184;39
12510.789;3916.9673;40
12688.534;3972.6167;41
12925.527;4046.8157;42
13338.271;4176.041;43
13516.017;4231.69;44
13693.761;4287.3394;45
14165.753;4435.1147;46
14696.994;4601.4395;47
14874.738;4657.0894;48
14948.799;4680.2764;49
15126.543;4735.9263;50
15363.535;4810.1255;51
15482.032;4847.2246;52
15556.092;4870.4126;53
15733.837;4926.062;54
15911.582;4981.7114;55
16089.327;5037.3604;56
16326.32;5111.559;57
16798.31;5259.334;58
17151.807;5370.0093;59
17388.799;5444.209;60
17566.543;5499.858;61
17979.287;5629.083;62
18216.277;5703.283;63
18290.338;5726.47;64
18408.834;5763.569;65
18482.895;5786.756;66
18556.955;5809.944;67
18734.7;5865.5938;68
18853.195;5902.694;69
19030.94;5958.343;70
19208.684;6013.9917;71
19445.674;6088.192;72
19519.734;6111.38;73
19756.729;6185.5786;74
19934.473;6241.2285;75
