##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
412.744;129.225;1
825.488;258.45;2
1238.2319;387.67502;3
1650.976;516.9;4
2182.217;683.225;5
2654.209;831.0;6
3126.201;978.7749;7
3538.9448;1107.9999;8
3951.6887;1237.2249;9
4364.4326;1366.4498;10
4836.425;1514.2249;11
5189.921;1624.8999;12
5367.666;1680.5498;13
5721.162;1791.2249;14
5795.223;1814.4119;15
6104.283;1911.1746;16
6517.0273;2040.3995;17
6870.524;2151.0745;18
7107.517;2225.2737;19
7226.013;2262.3735;20
7463.0063;2336.5725;21
7875.7505;2465.7974;22
8112.7437;2539.9966;23
8186.8047;2563.1836;24
8599.549;2692.4087;25
9012.293;2821.6338;26
9365.789;2932.3088;27
9837.78;3080.084;28
10015.525;3135.733;29
10134.022;3172.8323;30
10487.519;3283.5073;31
10900.263;3412.7324;32
11078.008;3468.3813;33
11315.001;3542.5803;34
11389.06;3565.7683;35
11566.804;3621.4182;36
11744.549;3677.0671;37
11818.609;3700.2542;38
12290.602;3848.0293;39
12644.098;3958.7043;40
13175.339;4125.03;41
13353.084;4180.6787;42
13530.828;4236.3286;43
14002.82;4384.1035;44
14415.564;4513.3286;45
14828.309;4642.5537;46
15006.054;4698.2026;47
15183.799;4753.852;48
15361.543;4809.502;49
15539.288;4865.151;50
15776.281;4939.3496;51
15954.026;4994.9985;52
16426.018;5142.774;53
16603.764;5198.423;54
16781.508;5254.072;55
16900.004;5291.1704;56
16974.064;5314.3574;57
17092.56;5351.4565;58
17166.621;5374.6436;59
17240.682;5397.8315;60
17418.426;5453.4805;61
17596.17;5509.1304;62
17833.162;5583.329;63
18129.402;5676.078;64
18660.643;5842.4033;65
18838.385;5898.053;66
19075.379;5972.2524;67
19149.438;5995.4395;68
19386.43;6069.639;69
19564.174;6125.289;70
19741.918;6180.938;71
19815.979;6204.125;72
19993.723;6259.774;73
20171.467;6315.424;74
20408.459;6389.623;75
20704.7;6482.372;76
20941.691;6556.5723;77
21119.436;6612.221;78
21297.18;6667.871;79
21474.924;6723.52;80
21548.984;6746.707;81
21785.975;6820.9067;82
21904.47;6858.006;83
22141.465;6932.205;84
22215.523;6955.392;85
22452.516;7029.592;86
22571.012;7066.692;87
22689.508;7103.7915;88
22808.006;7140.8916;89
22926.502;7177.9917;90
23104.246;7233.6416;91
23281.99;7289.2915;92
23400.486;7326.3916;93
23578.23;7382.0415;94
23755.975;7437.6904;95
23830.033;7460.8774;96
24067.025;7535.0776;97
24363.266;7627.8267;98
24541.01;7683.4766;99
24615.07;7706.6636;100
24733.566;7743.763;101
24852.062;7780.8633;102
25029.807;7836.513;103
25266.799;7910.7134;104
25340.86;7933.9004;105
25872.1;8100.225;106
26049.844;8155.874;107
26123.904;8179.061;108
26420.146;8271.81;109
26538.643;8308.91;110
26716.387;8364.559;111
20962.479;6451.783;1
21315.975;6562.458;2
21434.47;6599.5576;3
21686.275;6734.0435;4
21804.771;6771.143;5
21923.268;6808.243;6
22041.764;6845.3433;7
22395.26;6956.0186;8
22513.756;6993.1187;9
22587.816;7016.3057;10
22706.312;7053.4053;11
22824.809;7090.5054;12
22943.305;7127.605;13
23298.793;7238.904;14
23417.29;7276.003;15
23770.785;7386.678;16
24124.281;7497.3535;17
24242.777;7534.453;18
24361.275;7571.5522;19
24479.771;7608.6523;20
24598.268;7645.7524;21
24672.326;7668.9395;22
24790.822;7706.039;23
24909.32;7743.138;24
25027.816;7780.2373;25
25279.621;7914.723;26
25398.117;7951.823;27
25516.613;7988.9233;28
25635.11;8026.0234;29
25753.605;8063.1235;30
25872.102;8100.2236;31
25990.598;8137.3237;32
26109.094;8174.423;33
26227.59;8211.522;34
26346.086;8248.622;35
26464.582;8285.723;36
26583.078;8322.822;37
26701.574;8359.923;38
