##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
471.993;147.775;1
781.053;244.53769;2
1253.046;392.31268;3
1327.106;415.5;4
1401.167;438.68698;5
1932.4081;605.01196;6
2285.904;715.687;7
2404.4011;752.787;8
2522.897;789.886;9
2935.6409;919.11096;10
3009.701;942.299;11
3422.4448;1071.5239;12
3540.941;1108.6229;13
3615.002;1131.8099;14
3733.4978;1168.9089;15
3851.994;1206.0089;16
3970.4897;1243.1089;17
4044.5508;1266.2959;18
4575.792;1432.6208;19
4753.536;1488.2709;20
4990.5283;1562.471;21
5344.0244;1673.146;22
5875.265;1839.471;23
5949.325;1862.658;24
6480.5664;2028.983;25
6776.8057;2121.732;26
7073.046;2214.481;27
7426.542;2325.156;28
7735.602;2421.9187;29
8148.346;2551.1438;30
8501.842;2661.8186;31
8575.902;2685.0056;32
8649.962;2708.1926;33
8827.706;2763.8428;34
9123.946;2856.5918;35
9242.443;2893.6917;36
9479.437;2967.8906;37
9657.182;3023.5396;38
9894.175;3097.7385;39
10071.919;3153.3875;40
10308.91;3227.5874;41
10486.654;3283.2366;42
10723.646;3357.4365;43
10901.391;3413.0864;44
10975.45;3436.2734;45
11049.511;3459.4614;46
11286.503;3533.6614;47
11582.743;3626.4104;48
11760.487;3682.0596;49
11938.231;3737.7095;50
