##;##
@Airflow %
HACS volumetric airflow;CACS volumetric airflow;Parallel volumetric airflow 0.1 loss;Parallel volumetric airflow 0.2 loss;Parallel volumetric airflow 0.3 loss;Parallel volumetric airflow 0.4 loss;Parallel volumetric airflow 0.5 loss
0.08163265;0.0;0.08163265;0.08163265;0.08979592;0.09795918;0.12244898
0.114285715;0.0;0.12244898;0.13877553;0.15510206;0.17959186;0.22040819
0.17959186;0.0;0.19591841;0.22040819;0.25306123;0.2938775;0.3510203
0.20408168;0.0;0.22857144;0.26122448;0.2938775;0.34285706;0.4081631
0.26122448;0.0;0.2938775;0.32653055;0.3755101;0.44081613;0.5224487
0.31836727;0.0;0.3510203;0.39183658;0.4489794;0.5224487;0.62857103
0.39183658;0.0;0.4326529;0.48979568;0.55510175;0.65306085;0.7836729
0.45714265;0.0;0.5061222;0.57142824;0.65306085;0.75918317;0.9142851
0.5469385;0.0;0.6040813;0.6775506;0.7755097;0.90612185;1.0857135
0.563265;0.0;0.62857103;0.7020404;0.80816275;0.9387749;1.1265298
0.59591806;0.0;0.66122407;0.7428567;0.84897906;0.9877544;1.1836727
0.6775506;0.0;0.7510199;0.84897906;0.9714279;1.1265298;1.355101
0.6938771;0.0;0.76734644;0.86530554;0.9877544;1.1510196;1.3795907
0.7020404;0.0;0.7836729;0.8816321;1.0040809;1.1673461;1.4040805
0.7428567;0.0;0.8244893;0.9306116;1.0612237;1.2326522;1.4775499
0.81632596;0.0;0.90612185;1.0204074;1.1673461;1.3632643;1.6326518
0.84897906;0.0;0.9387749;1.0612237;1.2081624;1.4122438;1.6897947
0.86530554;0.0;0.96326464;1.0857135;1.2408154;1.4448968;1.730611
0.9142851;0.0;1.0204074;1.1428564;1.3061215;1.5265294;1.82857
1.0040809;0.0;1.1102033;1.2489786;1.4285704;1.6653049;1.9999985
