##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
471.992;147.775;1
825.48804;258.45;2
1134.548;355.2127;3
1665.789;521.53766;4
2137.7812;669.3127;5
2446.8413;766.0754;6
2565.3372;803.1754;7
2918.833;913.85034;8
3037.33;950.94934;9
3346.3901;1047.712;10
3818.3823;1195.487;11
4231.126;1324.712;12
4762.367;1491.0371;13
5175.1113;1620.2621;14
5587.8555;1749.487;15
6059.8477;1897.2621;16
6531.84;2045.0371;17
6768.833;2119.236;18
7181.577;2248.4612;19
7490.6367;2345.2239;20
7903.381;2474.449;21
8212.441;2571.2117;22
8390.187;2626.8608;23
8802.931;2756.086;24
8876.991;2779.273;25
9054.736;2834.922;26
9526.728;2982.6973;27
9880.224;3093.3726;28
10233.72;3204.0476;29
10764.961;3370.3728;30
11296.201;3536.6975;31
11473.946;3592.3464;32
11651.691;3647.9954;33
11770.1875;3685.0952;34
11947.933;3740.7446;35
12125.678;3796.394;36
12244.175;3833.4932;37
12716.166;3981.2683;38
13128.91;4110.4937;39
13306.655;4166.1426;40
13543.648;4240.3413;41
13956.393;4369.566;42
14134.137;4425.2163;43
14487.633;4535.891;44
14665.377;4591.541;45
14843.121;4647.191;46
15080.113;4721.3896;47
15257.857;4777.0396;48
15611.354;4887.715;49
15789.099;4943.364;50
16201.843;5072.589;51
16379.588;5128.238;52
16557.332;5183.8877;53
16794.324;5258.0864;54
16868.385;5281.2744;55
17046.129;5336.9243;56
17355.188;5433.687;57
17532.934;5489.3364;58
17769.926;5563.5356;59
18006.918;5637.735;60
18184.662;5693.385;61
18421.654;5767.5835;62
18599.398;5823.2334;63
18836.39;5897.4326;64
19014.135;5953.081;65
19251.129;6027.2803;66
19325.19;6050.4683;67
19399.248;6073.6562;68
19576.992;6129.305;69
19813.984;6203.5054;70
19991.729;6259.1553;71
20169.475;6314.804;72
20406.467;6389.0044;73
20524.965;6426.1035;74
20599.023;6449.2905;75
20776.768;6504.9404;76
20954.512;6560.5894;77
21073.008;6597.689;78
21191.504;6634.788;79
21265.564;6657.976;80
21443.309;6713.625;81
21680.3;6787.825;82
21858.047;6843.4746;83
22154.287;6936.223;84
22272.783;6973.323;85
22450.527;7028.9727;86
22628.271;7084.6226;87
22865.264;7158.8228;88
23043.008;7214.4727;89
23220.752;7270.1216;90
23398.496;7325.7705;91
23516.992;7362.8706;92
23635.488;7399.9707;93
23813.232;7455.6196;94
24109.47;7548.368;95
24405.713;7641.117;96
24701.953;7733.8667;97
24820.45;7770.9663;98
24998.193;7826.615;99
25072.252;7849.8022;100
25190.748;7886.9023;101
25368.492;7942.5513;102
25442.553;7965.7383;103
25620.297;8021.387;104
25694.357;8044.574;105
25931.35;8118.7744;106
26109.094;8174.4233;107
26227.59;8211.523;108
26405.334;8267.172;109
26642.326;8341.372;110
26716.387;8364.559;111
20962.48;6451.7827;1
21214.283;6586.269;2
21567.78;6696.9443;3
21686.275;6734.0444;4
22039.771;6844.719;5
22158.268;6881.819;6
22511.764;6992.494;7
22865.26;7103.169;8
22983.758;7140.268;9
23235.56;7274.754;10
23354.057;7311.854;11
23472.553;7348.954;12
23591.05;7386.0527;13
23709.549;7423.1523;14
23828.045;7460.252;15
23946.54;7497.3516;16
24065.035;7534.4517;17
24183.533;7571.551;18
24302.03;7608.651;19
24420.525;7645.75;20
24539.021;7682.8496;21
24657.518;7719.9497;22
24776.014;7757.05;23
24894.51;7794.15;24
25013.006;7831.25;25
25131.502;7868.3496;26
25205.562;7891.5366;27
25279.621;7914.7236;28
25398.117;7951.8237;29
25516.613;7988.9233;30
25635.11;8026.0234;31
25753.605;8063.1235;32
25872.102;8100.2236;33
25990.598;8137.3237;34
26109.094;8174.424;35
26227.59;8211.523;36
26346.086;8248.624;37
26701.574;8359.923;38
