##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
23902.102;7483.4385;94
24139.096;7557.637;95
24316.84;7613.287;96
24435.336;7650.387;97
24613.08;7706.036;98
24790.824;7761.686;99
25027.816;7835.886;100
25264.807;7910.086;101
25442.55;7965.736;102
25679.543;8039.936;103
25857.287;8095.585;104
25975.783;8132.685;105
26094.28;8169.785;106
26212.775;8206.885;107
26449.77;8281.085;108
26523.83;8304.271;109
26597.89;8327.459;110
26716.387;8364.559;111
19692.629;6165.509;72
20608.982;6452.4067;73
21201.463;6637.906;74
22325.184;6989.7285;75
22621.424;7082.4785;76
22739.92;7119.5776;77
22310.371;6985.092;78
22488.117;7040.7417;79
22058.568;6906.256;80
21703.078;6794.957;81
21703.078;6794.957;82
21703.078;6794.957;83
22367.627;7003.0195;84
22486.12;7040.119;85
22604.615;7077.2183;86
22782.361;7132.868;87
22960.107;7188.518;88
22960.107;7188.518;89
23256.348;7281.267;90
23256.348;7281.267;91
23434.092;7336.9165;92
23552.588;7374.0156;93
23626.648;7397.2026;94
23878.451;7476.0386;95
23878.451;7476.0386;96
24056.197;7531.6885;97
24233.941;7587.3384;98
24411.688;7642.9883;99
24485.748;7666.1753;100
24189.508;7573.4263;101
24308.004;7610.5254;102
24426.5;7647.6245;103
24500.56;7670.8125;104
24796.799;7763.5615;105
24796.799;7763.5615;106
24796.799;7763.5615;107
25093.04;7856.3105;108
25270.78;7911.96;109
25507.768;7986.158;110
25685.514;8041.808;111
25863.258;8097.4585;112
26100.25;8171.6577;113
26277.996;8227.308;114
25804.012;8078.908;115
25907.695;8111.37;116
25981.756;8134.557;117
26159.496;8190.2065;118
26159.496;8190.2065;119
26337.236;8245.8545;120
26574.23;8320.055;121
26692.727;8357.153;122
26870.469;8412.804;123
27048.213;8468.454;124
27285.205;8542.653;125
27359.266;8565.84;126
27433.326;8589.027;127
27611.07;8644.676;128
27729.566;8681.774;129
27803.627;8704.961;130
28099.865;8797.71;131
28099.865;8797.71;132
28277.611;8853.36;133
28455.361;8909.01;134
28529.422;8932.196;135
28707.166;8987.846;136
28944.158;9062.046;137
29121.908;9117.695;138
29299.648;9173.344;139
29595.889;9266.094;140
29773.629;9321.742;141
29951.379;9377.392;142
30129.123;9433.041;143
30129.123;9433.041;144
30129.123;9433.041;145
30306.873;9488.69;146
30484.613;9544.34;147
30558.674;9567.527;148
30632.734;9590.716;149
30869.734;9664.915;150
31047.475;9720.564;151
31165.969;9757.664;152
31284.465;9794.764;153
31580.703;9887.513;154
31817.695;9961.713;155
31936.188;9998.8125;156
31936.188;9998.8125;157
32173.18;10073.013;158
32350.93;10128.662;159
32350.93;10128.662;160
32469.424;10165.763;161
32543.484;10188.95;162
32780.484;10263.149;163
32958.227;10318.798;164
33135.977;10374.447;165
33372.965;10448.646;166
33550.715;10504.295;167
33669.215;10541.394;168
33846.965;10597.044;169
34024.715;10652.693;170
34261.715;10726.893;171
34498.715;10801.092;172
34676.457;10856.741;173
34913.457;10930.94;174
35091.207;10986.59;175
35209.707;11023.689;176
35328.207;11060.788;177
35446.707;11097.887;178
35683.7;11172.086;179
35757.758;11195.273;180
35831.82;11218.462;181
35950.32;11255.562;182
