##;##
@Airflow2
HACS volumetric airflow;Parallel volumetric airflow 0.1 loss;Parallel volumetric airflow 0.2 loss;Parallel volumetric airflow 0.3 loss;Parallel volumetric airflow 0.4 loss;Parallel volumetric airflow 0.5 loss
0.08163265;0.08979592;0.09795918;0.114285715;0.13061225;0.15510206
0.16326533;0.18775514;0.20408168;0.2367347;0.277551;0.32653055
0.2367347;0.26122448;0.2938775;0.3346938;0.38367334;0.46530592
0.31836727;0.35918358;0.39999986;0.45714265;0.530612;0.6367343
0.39999986;0.44081613;0.49795893;0.563265;0.66122407;0.7918362
0.4489794;0.49795893;0.55510175;0.6367343;0.7428567;0.88979536
0.51428545;0.57142824;0.6448976;0.7346934;0.8571423;1.0285708
0.530612;0.59591806;0.66938734;0.75918317;0.88979536;1.0612237
0.5877548;0.6448976;0.72653013;0.83265257;0.9714279;1.1673461
0.65306085;0.72653013;0.81632596;0.9306116;1.0857135;1.2979583
0.7346934;0.81632596;0.9224484;1.0530605;1.2244889;1.4693866
