##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
309.06;96.7627;1
618.12;193.5254;2
692.18;216.7127;3
1104.9241;345.9377;4
1576.917;493.7127;5
2108.158;660.03766;6
2404.398;752.7867;7
2478.459;775.97363;8
2831.955;886.6487;9
3244.699;1015.87366;10
3598.195;1126.5486;11
3775.9402;1182.1976;12
4085.0002;1278.9603;13
4616.241;1445.2853;14
4734.7373;1482.3844;15
5088.2334;1593.0594;16
5162.2935;1616.2467;17
5693.5347;1782.5718;18
5767.5947;1805.7598;19
6076.655;1902.5225;20
6548.6475;2050.2976;21
6961.3916;2179.5225;22
7374.1357;2308.7476;23
7492.633;2345.8474;24
7729.625;2420.0474;25
7848.121;2457.1465;26
7922.181;2480.3335;27
8040.678;2517.4333;28
8114.738;2540.6206;29
8586.73;2688.3955;30
8660.791;2711.5825;31
9073.535;2840.8074;32
9147.596;2863.9944;33
9266.093;2901.0945;34
9443.838;2956.7434;35
9621.583;3012.3926;36
9858.575;3086.5916;37
10095.567;3160.7903;38
10567.56;3308.5654;39
10686.056;3345.6646;40
10760.115;3368.8516;41
11113.611;3479.5266;42
11232.107;3516.6257;43
11306.167;3539.8137;44
11380.227;3563.0017;45
11498.723;3600.1018;46
11572.783;3623.2888;47
11646.843;3646.4768;48
11765.34;3683.5767;49
11839.4;3706.7646;50
12192.896;3817.4397;51
12370.642;3873.0886;52
12783.386;4002.3137;53
12857.446;4025.5017;54
12931.506;4048.6887;55
13050.002;4085.7878;56
13124.062;4108.975;57
13242.559;4146.0747;58
13361.055;4183.175;59
13479.551;4220.275;60
13716.543;4294.4736;61
13790.604;4317.661;62
13864.664;4340.848;63
13983.16;4377.948;64
14395.904;4507.174;65
14927.1455;4673.499;66
15045.642;4710.5986;67
15341.882;4803.3477;68
15519.627;4858.9966;69
15593.6875;4882.1836;70
15712.184;4919.282;71
15830.68;4956.3823;72
15949.176;4993.4824;73
16126.92;5049.132;74
16304.664;5104.7817;75
16482.408;5160.431;76
16660.152;5216.081;77
16778.648;5253.181;78
16852.709;5276.369;79
16971.205;5313.468;80
17045.268;5336.655;81
17223.012;5392.304;82
17297.07;5415.491;83
17593.31;5508.2397;84
17667.37;5531.4277;85
17845.113;5587.0767;86
18022.857;5642.7266;87
18141.354;5679.8267;88
18259.85;5716.927;89
18333.91;5740.114;90
18452.406;5777.214;91
18570.902;5814.314;92
18644.963;5837.501;93
18719.021;5860.689;94
19015.262;5953.438;95
19133.758;5990.538;96
19252.254;6027.638;97
19326.312;6050.826;98
19504.057;6106.475;99
19681.8;6162.124;100
