##;##
@Airflow2
HACS volumetric airflow;Parallel volumetric airflow 0.1 loss;Parallel volumetric airflow 0.2 loss;Parallel volumetric airflow 0.3 loss;Parallel volumetric airflow 0.4 loss;Parallel volumetric airflow 0.5 loss
0.08163265;0.08163265;0.08163265;0.08163265;0.08979592;0.10612244
0.12244898;0.13061225;0.14693879;0.1714286;0.19591841;0.2367347
0.18775514;0.21224493;0.2367347;0.26938772;0.31020403;0.3755101
0.25306123;0.28571424;0.31836727;0.35918358;0.42448962;0.5061222
0.3346938;0.36734682;0.41632637;0.47346917;0.5469385;0.66122407
0.38367334;0.42448962;0.47346917;0.5469385;0.6367343;0.75918317
0.4081631;0.45714265;0.51428545;0.5877548;0.6857139;0.81632596
0.48163244;0.530612;0.59591806;0.6775506;0.7918362;0.95510143
0.55510175;0.61224455;0.6938771;0.7918362;0.9224484;1.10204
0.6204078;0.6938771;0.7755097;0.88979536;1.036734;1.2408154
0.65306085;0.72653013;0.81632596;0.9306116;1.0857135;1.2979583
0.7183669;0.7999995;0.8979586;1.0204074;1.1918359;1.4285704
0.7918362;0.8816321;0.9959177;1.134693;1.322448;1.5836722
0.8244893;0.9142851;1.0285708;1.1755093;1.3714275;1.6408151
