##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
412.744;129.225;1
486.805;152.412;2
1018.046;318.737;3
1430.79;447.962;4
1962.0311;614.287;5
2374.7751;743.51196;6
2728.2712;854.18695;7
3259.512;1020.5119;8
3378.0088;1057.6119;9
3674.2488;1150.361;10
3983.3088;1247.1237;11
4455.302;1394.8987;12
4764.362;1491.6614;13
4838.422;1514.8486;14
4912.483;1538.0356;15
5090.228;1593.6849;16
5443.7246;1704.3599;17
5562.2217;1741.4598;18
5739.966;1797.1099;19
5814.027;1820.2969;20
6110.267;1913.0459;21
6184.327;1936.2339;22
6362.071;1991.8839;23
6539.815;2047.533;24
