##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
309.06;96.7627;1
721.80396;225.9877;2
1134.548;355.2127;3
1488.044;465.8877;4
1841.54;576.5627;5
1915.6;599.75;6
2446.8413;766.075;7
2565.338;803.175;8
2639.399;826.362;9
3052.143;955.587;10
3524.1357;1103.3619;11
4055.377;1269.6869;12
4527.37;1417.4619;13
4940.114;1546.6869;14
5014.175;1569.8739;15
5132.671;1606.9729;16
5251.168;1644.0729;17
5428.912;1699.7229;18
5960.154;1866.0479;19
6137.899;1921.6969;20
6211.9585;1944.8849;21
6286.0195;1968.0719;22
6817.2603;2134.397;23
7113.5005;2227.1458;24
7585.4937;2374.921;25
7881.7334;2467.67;26
7955.7935;2490.858;27
8252.033;2583.607;28
8561.093;2680.3696;29
8635.153;2703.5566;30
8812.896;2759.2065;31
8886.957;2782.3936;32
9005.452;2819.4927;33
9242.444;2893.6917;34
9360.94;2930.7908;35
9657.181;3023.5398;36
9834.926;3079.189;37
10012.67;3134.838;38
10249.663;3209.0369;39
10427.407;3264.6858;40
10501.467;3287.8728;41
10738.459;3362.0728;42
