##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
531.241;166.325;1
1062.482;332.65;2
1534.4751;480.425;3
1887.9711;591.1;4
2241.467;701.77496;5
2654.211;831.0;6
3185.4521;997.32495;7
3657.445;1145.1;8
3894.438;1219.299;9
4366.431;1367.074;10
4838.4243;1514.849;11
5251.1685;1644.074;12
5723.1616;1791.8491;13
6195.155;1939.6241;14
6726.3955;2105.9492;15
7139.1396;2235.1743;16
7611.133;2382.9495;17
7848.1245;2457.1484;18
8260.868;2586.3735;19
8792.109;2752.6985;20
9029.102;2826.8975;21
9103.162;2850.0845;22
9515.906;2979.3096;23
10047.147;3145.6348;24
10343.388;3238.3838;25
10580.38;3312.5825;26
10654.44;3335.7695;27
10772.937;3372.8696;28
11244.931;3520.6445;29
11776.171;3686.9692;30
12307.412;3853.294;31
12603.652;3946.043;32
12840.6455;4020.2422;33
13312.639;4168.017;34
