##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
353.496;110.675;1
706.992;221.35;2
1060.488;332.02502;3
1413.984;442.7;4
1723.044;539.4627;5
2032.104;636.2254;6
2150.6;673.3254;7
2504.096;784.00037;8
2741.089;858.19934;9
3153.8333;987.4244;10
3227.893;1010.6117;11
3699.8853;1158.3866;12
4008.9453;1255.1493;13
4186.6904;1310.7983;14
4495.7505;1407.561;15
4614.246;1444.661;16
4732.742;1481.761;17
4851.2393;1518.86;18
4969.735;1555.9601;19
5043.795;1579.1471;20
5162.292;1616.2461;21
5575.036;1745.4711;22
6106.2773;1911.7961;23
6519.0215;2041.0211;24
6637.5186;2078.12;25
6711.5786;2101.3074;26
6889.3237;2156.9565;27
7198.3843;2253.7192;28
7316.8813;2290.8193;29
7788.8726;2438.5942;30
7907.3696;2475.693;31
8379.361;2623.4683;32
8497.857;2660.568;33
8616.3545;2697.6672;34
8690.415;2720.8545;35
8764.476;2744.0425;36
8838.535;2767.2295;37
8957.03;2804.3293;38
9369.774;2933.5544;39
9488.272;2970.6536;40
9606.768;3007.7537;41
10138.009;3174.0784;42
10315.754;3229.7273;43
10493.498;3285.3777;44
10611.994;3322.4768;45
10730.49;3359.5757;46
10804.551;3382.763;47
10878.61;3405.951;48
11291.355;3535.1755;49
11644.852;3645.8503;50
11763.348;3682.9504;51
12294.589;3849.2756;52
12472.334;3904.925;53
12768.575;3997.674;54
12842.636;4020.861;55
12916.696;4044.048;56
12990.756;4067.235;57
13227.748;4141.4355;58
13301.808;4164.6226;59
13420.304;4201.722;60
13538.8;4238.8223;61
13612.86;4262.0093;62
13686.92;4285.1963;63
13760.9795;4308.3843;64
14057.221;4401.134;65
14175.717;4438.234;66
14484.777;4534.9966;67
14662.5205;4590.6465;68
14840.265;4646.2964;69
15018.008;4701.9463;70
15255.0;4776.1465;71
15432.744;4831.7954;72
15551.241;4868.8945;73
15625.303;4892.0825;74
15743.799;4929.182;75
16040.039;5021.931;76
16571.28;5188.2563;77
16645.34;5211.4443;78
16882.334;5285.644;79
16956.393;5308.831;80
17134.137;5364.4805;81
17311.88;5420.1294;82
17385.941;5443.3164;83
17460.0;5466.5034;84
17637.746;5522.153;85
17815.49;5577.8027;86
17889.55;5600.9897;87
17963.61;5624.177;88
18259.85;5716.926;89
18437.596;5772.5747;90
18615.338;5828.2246;91
18793.082;5883.8735;92
18867.143;5907.0605;93
18985.639;5944.1606;94
19059.697;5967.3486;95
19296.69;6041.549;96
19415.186;6078.649;97
19489.246;6101.836;98
19563.305;6125.024;99
19681.8;6162.124;100
