##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
309.06;96.7627;1
662.556;207.43771;2
1075.3;336.66272;3
1428.7959;447.3377;4
1782.292;558.0127;5
2135.7878;668.6877;6
2489.284;779.3627;7
2798.344;876.12537;8
2872.4038;899.3127;9
3225.9;1009.9877;10
3299.96;1033.1747;11
3418.456;1070.2747;12
3727.516;1167.0374;13
3846.012;1204.1373;14
4155.072;1300.9;15
4567.816;1430.125;16
4686.3115;1467.2251;17
5039.808;1577.9;18
5158.305;1614.999;19
5689.5464;1781.3241;20
6220.7876;1947.6492;21
6692.78;2095.4243;22
7224.021;2261.7493;23
7696.013;2409.5242;24
8049.5093;2520.1992;25
8403.005;2630.8743;26
8521.502;2667.9734;27
8830.561;2764.7358;28
9067.554;2838.9348;29
9141.614;2862.122;30
9260.111;2899.2212;31
9437.856;2954.8704;32
9556.353;2991.9705;33
9969.097;3121.1953;34
10381.841;3250.4204;35
10794.585;3379.6453;36
10913.082;3416.7444;37
11266.578;3527.4194;38
11679.322;3656.6445;39
11753.382;3679.8315;40
11931.127;3735.4805;41
12284.623;3846.1555;42
12403.119;3883.2554;43
12477.18;3906.4424;44
12889.924;4035.6675;45
13008.42;4072.7673;46
13126.917;4109.8667;47
13304.661;4165.5166;48
13541.654;4239.716;49
13660.15;4276.8154;50
13734.212;4300.0034;51
13852.709;4337.1025;52
13926.7705;4360.2905;53
14045.267;4397.3906;54
14163.763;4434.49;55
14282.259;4471.5903;56
14400.756;4508.6895;57
14519.252;4545.7896;58
14637.749;4582.8887;59
15109.741;4730.664;60
15228.237;4767.764;61
15405.982;4823.413;62
15583.727;4879.063;63
15996.471;5008.288;64
16070.531;5031.475;65
16189.027;5068.575;66
16366.771;5124.225;67
16544.516;5179.874;68
16840.756;5272.6235;69
17077.748;5346.8223;70
17255.494;5402.471;71
17329.555;5425.658;72
17448.05;5462.7583;73
17566.547;5499.8584;74
17640.605;5523.046;75
17818.35;5578.695;76
17892.41;5601.882;77
17966.47;5625.07;78
18084.967;5662.169;79
18203.463;5699.269;80
18277.521;5722.456;81
18749.514;5870.231;82
18868.01;5907.331;83
19045.754;5962.9814;84
19119.814;5986.1685;85
19193.875;6009.3564;86
19371.62;6065.006;87
19490.115;6102.106;88
19564.176;6125.293;89
19638.236;6148.48;90
19756.732;6185.5796;91
19830.793;6208.7666;92
20008.535;6264.4155;93
20186.28;6320.065;94
20364.025;6375.714;95
20482.521;6412.814;96
20556.582;6436.001;97
20734.324;6491.651;98
20808.385;6514.839;99
20926.88;6551.939;100
21163.873;6626.1377;101
21237.934;6649.3247;102
21356.43;6686.425;103
21534.174;6742.0737;104
21711.916;6797.7236;105
22008.156;6890.4727;106
22539.396;7056.798;107
22613.457;7079.986;108
22731.953;7117.085;109
22909.697;7172.735;110
22983.758;7195.923;111
23220.748;7270.1226;112
23457.74;7344.3228;113
23576.236;7381.423;114
23650.297;7404.61;115
23768.793;7441.7095;116
23946.537;7497.359;117
24020.598;7520.546;118
24139.092;7557.646;119
24376.086;7631.845;120
24494.582;7668.945;121
24731.574;7743.145;122
24805.635;7766.332;123
24879.693;7789.52;124
25175.934;7882.269;125
25353.678;7937.918;126
25427.736;7961.106;127
25723.977;8053.855;128
25901.72;8109.504;129
25975.78;8132.692;130
26049.838;8155.879;131
26227.582;8211.527;132
26346.078;8248.627;133
26464.574;8285.728;134
26642.318;8341.377;135
21332.775;6864.5225;106
21406.836;6887.7095;107
21717.889;6873.797;108
21791.947;6896.984;109
21866.008;6920.171;110
21940.068;6943.359;111
22014.129;6966.547;112
22088.19;6989.734;113
22162.25;7012.921;114
22236.309;7036.108;115
22310.37;7059.295;116
22384.428;7082.482;117
22458.488;7105.67;118
22532.549;7128.857;119
22843.602;7226.2437;120
