##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
412.744;129.225;1
825.488;258.45;2
1178.984;369.125;3
1532.48;479.80002;4
1841.54;576.56274;5
2254.284;705.7877;6
2563.344;802.5504;7
2872.404;899.3131;8
3050.1492;954.96216;9
3522.141;1102.737;10
3875.6372;1213.4121;11
4288.381;1342.6371;12
4701.125;1471.862;13
5173.117;1619.6371;14
5645.1094;1767.4121;15
5882.102;1841.6111;16
6000.5996;1878.7101;17
6413.3438;2007.935;18
6591.089;2063.584;19
6768.834;2119.2334;20
6887.33;2156.3333;21
7196.3896;2253.096;22
7314.8867;2290.195;23
7846.128;2456.52;24
7920.1875;2479.708;25
8332.932;2608.933;26
8510.678;2664.5823;27
8923.422;2793.8074;28
9395.413;2941.5823;29
9632.406;3015.7815;30
9985.902;3126.4568;31
10339.398;3237.1318;32
10517.144;3292.7812;33
10635.64;3329.881;34
11166.88;3496.2063;35
11475.939;3592.969;36
11550.0;3616.156;37
11727.745;3671.805;38
12140.489;3801.03;39
12318.234;3856.68;40
12495.9795;3912.329;41
13027.222;4078.6543;42
13145.718;4115.7534;43
13499.214;4226.428;44
13573.274;4249.615;45
13869.514;4342.3643;46
14047.258;4398.014;47
14225.003;4453.663;48
14402.747;4509.313;49
14580.492;4564.962;50
14654.552;4588.15;51
14891.545;4662.349;52
15128.538;4736.548;53
15306.282;4792.1978;54
15380.342;4815.385;55
15733.838;4926.0596;56
15807.897;4949.2466;57
16104.137;5041.9956;58
16341.13;5116.195;59
16518.875;5171.844;60
16931.62;5301.0693;61
17109.363;5356.719;62
17581.354;5504.494;63
17818.346;5578.6943;64
17996.09;5634.344;65
18114.586;5671.443;66
18292.33;5727.093;67
18470.074;5782.7427;68
18647.82;5838.392;69
19119.812;5986.1675;70
19238.309;6023.266;71
19475.3;6097.4663;72
19712.295;6171.665;73
19949.287;6245.8643;74
20127.033;6301.513;75
20304.777;6357.163;76
20482.521;6412.812;77
20660.266;6468.461;78
20897.258;6542.661;79
21075.002;6598.311;80
21311.992;6672.5107;81
21430.488;6709.611;82
21667.48;6783.8105;83
21904.473;6858.0107;84
22022.967;6895.111;85
22200.71;6950.76;86
22731.953;7117.085;87
22806.014;7140.272;88
22983.758;7195.922;89
23161.502;7251.571;90
23235.562;7274.759;91
23309.621;7297.946;92
23487.365;7353.5947;93
23605.861;7390.695;94
23902.102;7483.444;95
24079.846;7539.093;96
24257.59;7594.7417;97
24435.334;7650.3906;98
24553.83;7687.4907;99
24731.574;7743.1406;100
24850.07;7780.2407;101
25027.814;7835.8896;102
25101.875;7859.0776;103
25338.867;7933.2764;104
25635.11;8026.0254;105
25872.102;8100.225;106
26049.846;8155.8745;107
26227.59;8211.523;108
26405.334;8267.172;109
26479.395;8290.359;110
26716.387;8364.559;111
