##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
353.496;110.675;1
766.24;239.90001;2
1178.984;369.125;3
1591.728;498.35;4
2004.472;627.575;5
2078.533;650.76196;6
2256.278;706.411;7
2609.7742;817.086;8
2683.8352;840.273;9
2992.895;937.0357;10
3405.639;1066.2607;11
3759.1348;1176.9357;12
3936.879;1232.5857;13
4468.12;1398.9106;14
4940.1123;1546.6857;15
5412.104;1694.4607;16
5589.849;1750.1097;17
5826.8423;1824.3087;18
6358.084;1990.6337;19
6830.075;2138.4087;20
7242.8193;2267.6338;21
7551.8794;2364.3967;22
7729.6245;2420.046;23
7803.685;2443.2332;24
8099.9253;2535.9822;25
8336.918;2610.1812;26
8749.662;2739.4062;27
8986.654;2813.6052;28
9399.398;2942.8303;29
9930.64;3109.1553;30
10402.632;3256.9304;31
10874.623;3404.7056;32
10948.684;3427.8926;33
11126.429;3483.5415;34
11435.488;3580.3042;35
11848.232;3709.5293;36
12025.977;3765.1792;37
12203.722;3820.8286;38
12616.466;3950.0537;39
13029.21;4079.2788;40
13206.955;4134.928;41
13384.7;4190.577;42
13915.94;4356.902;43
14093.686;4412.551;44
14565.678;4560.3257;45
14802.67;4634.526;46
14921.166;4671.6255;47
15274.662;4782.3003;48
15746.654;4930.075;49
15865.15;4967.1753;50
16042.895;5022.825;51
16339.135;5115.574;52
16413.193;5138.762;53
16590.94;5194.411;54
16664.998;5217.599;55
16842.744;5273.248;56
17020.488;5328.898;57
17198.232;5384.548;58
17316.729;5421.648;59
17435.227;5458.747;60
17612.97;5514.396;61
17687.03;5537.584;62
17864.773;5593.234;63
17938.834;5616.421;64
18351.578;5745.6465;65
18529.322;5801.2954;66
18707.066;5856.9443;67
18884.81;5912.594;68
19062.555;5968.244;69
19240.299;6023.893;70
19418.043;6079.543;71
19492.104;6102.73;72
19610.6;6139.8296;73
19847.592;6214.0283;74
20025.336;6269.678;75
20262.328;6343.8774;76
20336.389;6367.0645;77
20514.133;6422.7134;78
20810.373;6515.4624;79
20928.87;6552.5615;80
21165.863;6626.7607;81
21284.36;6663.86;82
21358.42;6687.047;83
21536.164;6742.696;84
21773.156;6816.8955;85
21891.652;6853.9956;86
22245.148;6964.6704;87
22363.645;7001.7705;88
22600.639;7075.9697;89
22837.63;7150.1694;90
23309.623;7297.9443;91
23487.367;7353.5933;92
23561.426;7376.7812;93
23739.17;7432.43;94
23916.914;7488.079;95
24035.41;7525.179;96
24213.154;7580.828;97
24390.898;7636.477;98
24627.89;7710.6763;99
24805.635;7766.325;100
25042.627;7840.525;101
25279.62;7914.725;102
25575.86;8007.474;103
25649.92;8030.662;104
25886.914;8104.8613;105
26005.41;8141.9614;106
26123.906;8179.061;107
26242.402;8216.161;108
26420.146;8271.81;109
26538.643;8308.91;110
26716.387;8364.559;111
20046.127;6164.8853;1
20399.623;6275.56;2
20753.12;6386.235;3
20871.615;6423.335;4
20990.111;6460.4346;5
21343.607;6571.11;6
21462.104;6608.2095;7
21580.602;6645.3086;8
21699.098;6682.408;9
22052.592;6793.0835;10
22171.088;6830.1836;11
22524.584;6940.8584;12
22598.645;6964.0454;13
22717.14;7001.1455;14
22835.637;7038.245;15
22909.695;7061.432;16
23028.193;7098.5312;17
23146.69;7135.6313;18
23265.186;7172.7314;19
23383.682;7209.8315;20
23502.18;7246.9307;21
23620.676;7284.031;22
23739.172;7321.13;23
23857.668;7358.229;24
23976.164;7395.3286;25
24094.66;7432.4287;26
24450.148;7543.7275;27
24568.645;7580.827;28
24820.45;7715.314;29
24938.945;7752.414;30
25057.441;7789.514;31
25175.938;7826.614;32
25294.434;7863.7134;33
25412.93;7900.8135;34
25531.426;7937.9136;35
25649.922;7975.0137;36
25768.42;8012.113;37
25886.916;8049.213;38
26005.412;8086.313;39
26123.908;8123.413;40
26375.713;8257.898;41
26494.207;8294.999;42
26612.703;8332.099;43
