##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
309.06;96.7627;1
662.556;207.43771;2
781.052;244.53769;3
1134.5481;355.2127;4
1547.292;484.4377;5
2078.533;650.7627;6
2432.0288;761.4376;7
2741.0889;858.2003;8
3213.0813;1005.97534;9
3331.5771;1043.0753;10
3405.6372;1066.2626;11
3714.6973;1163.0253;12
4186.689;1310.8003;13
4260.749;1333.9875;14
4569.809;1430.7502;15
4923.305;1541.4253;16
5336.05;1670.6504;17
5513.7944;1726.2994;18
5867.2905;1836.9745;19
6176.3506;1933.7372;20
6648.343;2081.5122;21
6722.403;2104.6995;22
6840.899;2141.7993;23
7077.8916;2215.9985;24
7490.6357;2345.2234;25
7609.132;2382.3235;26
7727.6284;2419.4224;27
7846.1245;2456.5225;28
8258.868;2585.7473;29
8612.364;2696.4224;30
8790.109;2752.0713;31
8864.17;2775.2583;32
8982.666;2812.3584;33
9056.726;2835.5457;34
9175.224;2872.6445;35
9587.968;3001.8694;36
9765.713;3057.5183;37
9839.772;3080.7053;38
9958.27;3117.8044;39
10195.261;3192.0044;40
10548.757;3302.6794;41
10667.253;3339.7793;42
10785.75;3376.8784;43
10859.81;3400.0664;44
11037.555;3455.7156;45
11111.616;3478.9036;46
11289.36;3534.5537;47
11363.42;3557.7407;48
11437.4795;3580.9277;49
11850.223;3710.1526;50
11968.72;3747.2517;51
12042.781;3770.4397;52
12116.841;3793.6267;53
12235.337;3830.7266;54
12309.398;3853.9146;55
12427.8955;3891.0137;56
12501.955;3914.2007;57
12679.699;3969.8506;58
12798.196;4006.9497;59
12975.941;4062.5989;60
13050.003;4085.7869;61
13124.0625;4108.974;62
13596.055;4256.7485;63
13670.114;4279.9355;64
13788.611;4317.035;65
13907.107;4354.1353;66
14438.348;4520.4604;67
14851.093;4649.6855;68
14969.589;4686.786;69
15265.829;4779.535;70
15339.89;4802.722;71
15517.635;4858.371;72
15636.132;4895.4697;73
15710.192;4918.6567;74
15887.9375;4974.306;75
16196.997;5071.069;76
16315.494;5108.168;77
16433.99;5145.2676;78
16508.05;5168.4546;79
16745.043;5242.6543;80
17276.285;5408.9795;81
17350.344;5432.1665;82
17763.09;5561.3916;83
17837.15;5584.5786;84
17955.646;5621.6787;85
18029.705;5644.8657;86
18103.764;5668.0537;87
18281.508;5723.704;88
18355.568;5746.892;89
18474.064;5783.992;90
19005.307;5950.317;91
19123.803;5987.417;92
19197.861;6010.605;93
19494.102;6103.354;94
19568.162;6126.541;95
19642.223;6149.728;96
19716.283;6172.915;97
19790.344;6196.102;98
19864.402;6219.29;99
19982.898;6256.39;100
20160.643;6312.0396;101
20279.139;6349.1396;102
20353.197;6372.327;103
20427.256;6395.515;104
20605.0;6451.164;105
20723.496;6488.2637;106
20841.992;6525.3633;107
20960.488;6562.4634;108
21138.232;6618.1133;109
21375.225;6692.314;110
21671.463;6785.063;111
21745.521;6808.251;112
21864.018;6845.351;113
21982.514;6882.451;114
22101.01;6919.551;115
22278.754;6975.1997;116
22352.814;6998.388;117
22530.557;7054.037;118
22708.3;7109.686;119
22782.361;7132.873;120
23078.602;7225.622;121
23256.346;7281.271;122
23434.088;7336.9204;123
23552.584;7374.0205;124
23671.08;7411.1206;125
