##;##
@Airflow %
HACS volumetric airflow;CACS volumetric airflow;Parallel volumetric airflow 0.1 loss;Parallel volumetric airflow 0.2 loss;Parallel volumetric airflow 0.3 loss;Parallel volumetric airflow 0.4 loss;Parallel volumetric airflow 0.5 loss
0.08979592;0.0;0.09795918;0.114285715;0.13061225;0.14693879;0.17959186
0.14693879;0.0;0.16326533;0.18775514;0.21224493;0.24489796;0.2938775
0.20408168;0.0;0.22857144;0.25306123;0.2938775;0.34285706;0.4081631
0.28571424;0.0;0.31020403;0.3510203;0.39999986;0.46530592;0.563265
0.3510203;0.0;0.38367334;0.4326529;0.49795893;0.5795915;0.6938771
0.36734682;0.0;0.4081631;0.45714265;0.5224487;0.61224455;0.7346934
0.41632637;0.0;0.46530592;0.5224487;0.59591806;0.6938771;0.83265257
0.48163244;0.0;0.5387752;0.6040813;0.6938771;0.80816275;0.96326464
0.51428545;0.0;0.57142824;0.6448976;0.7346934;0.8571423;1.0285708
0.5877548;0.0;0.65306085;0.7346934;0.8408158;0.9795912;1.1755093
0.6040813;0.0;0.66938734;0.7510199;0.8571423;1.0040809;1.1999991
0.65306085;0.0;0.72653013;0.81632596;0.9306116;1.0857135;1.3061215
0.66122407;0.0;0.7346934;0.83265257;0.94693816;1.10204;1.322448
0.6775506;0.0;0.7510199;0.84897906;0.96326464;1.1265298;1.3469378
0.7183669;0.0;0.7918362;0.88979536;1.0204074;1.1918359;1.4285704
0.72653013;0.0;0.80816275;0.90612185;1.036734;1.2081624;1.4530602
