##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
412.744;129.225;1
766.24;239.90001;2
1003.23303;314.099;3
1415.977;443.324;4
1769.473;553.999;5
2078.533;650.7617;6
2491.2769;779.9867;7
2963.269;927.7617;8
3316.7651;1038.4368;9
3729.509;1167.6617;10
4142.253;1296.8867;11
4319.998;1352.5358;12
4673.494;1463.2107;13
4791.99;1500.3107;14
4866.051;1523.4977;15
5338.042;1671.2727;16
5647.1025;1768.0354;17
5956.163;1864.7981;18
6368.907;1994.0231;19
6546.6523;2049.672;20
6959.3965;2178.897;21
7196.3887;2253.096;22
7374.134;2308.745;23
7786.878;2437.9702;24
8258.87;2585.7454;25
8671.614;2714.9705;26
9025.11;2825.6455;27
9556.353;2991.9705;28
9909.849;3102.6458;29
9983.909;3125.8328;30
10161.653;3181.4817;31
10339.398;3237.131;32
10413.46;3260.318;33
10591.205;3315.967;34
10768.949;3371.617;35
10946.694;3427.2659;36
11418.686;3575.0408;37
11890.678;3722.816;38
12244.174;3833.491;39
12362.67;3870.5908;40
12436.7295;3893.7788;41
12614.475;3949.428;42
13145.716;4115.753;43
13676.957;4282.078;44
13751.017;4305.266;45
13825.076;4328.454;46
13943.573;4365.553;47
14180.565;4439.7534;48
14299.0625;4476.8525;49
14608.122;4573.615;50
15020.866;4702.8403;51
15198.61;4758.4893;52
15435.604;4832.688;53
15613.349;4888.3374;54
16085.34;5036.1123;55
16263.084;5091.762;56
16440.828;5147.411;57
16559.324;5184.511;58
16972.068;5313.7363;59
17268.309;5406.4854;60
17505.3;5480.684;61
17683.045;5536.333;62
17860.79;5591.9824;63
18097.781;5666.1826;64
18216.277;5703.2827;65
18394.021;5758.9326;66
18631.014;5833.132;67
18808.76;5888.781;68
18882.82;5911.968;69
19179.06;6004.717;70
19356.805;6060.3667;71
19534.549;6116.0156;72
19608.607;6139.2036;73
19727.104;6176.3027;74
19964.096;6250.5024;75
20141.84;6306.1514;76
20319.586;6361.8003;77
20497.33;6417.449;78
20675.074;6473.099;79
20852.818;6528.749;80
21030.562;6584.398;81
21208.307;6640.047;82
21739.549;6806.3716;83
21917.293;6862.0205;84
22095.037;6917.6704;85
22332.03;6991.869;86
22628.27;7084.6187;87
22806.014;7140.2676;88
23043.006;7214.4663;89
23161.502;7251.5664;90
23235.562;7274.7534;91
23472.555;7348.9536;92
23591.05;7386.0527;93
23768.795;7441.7026;94
24005.79;7515.902;95
24183.533;7571.552;96
24420.523;7645.752;97
24598.268;7701.402;98
24716.764;7738.5015;99
24790.822;7761.6885;100
24864.883;7784.8755;101
25042.627;7840.5244;102
25220.371;7896.1733;103
25457.365;7970.373;104
25635.11;8026.023;105
25931.35;8118.772;106
26168.342;8192.972;107
26286.838;8230.072;108
26405.334;8267.172;109
26642.326;8341.372;110
26716.387;8364.559;111
20934.85;6443.132;1
21408.834;6591.5317;2
21645.824;6665.7305;3
21216.275;6531.2446;4
21216.273;6642.544;5
21290.334;6665.731;6
21942.064;6869.78;7
22060.56;6906.8784;8
21823.568;6832.6797;9
21394.02;6698.194;10
21571.766;6753.8438;11
21749.506;6809.4927;12
22947.287;7184.5034;13
23065.783;7221.602;14
23139.844;7244.79;15
23258.34;7281.8896;16
23332.4;7305.076;17
22799.166;7138.128;18
22902.852;7170.591;19
23080.594;7226.24;20
23080.594;7226.24;21
23317.586;7300.4395;22
23495.332;7356.089;23
23673.08;7411.7393;24
23317.592;7300.4404;25
23495.338;7356.09;26
23495.338;7356.09;27
24619.057;7707.913;28
24619.057;7707.913;29
24619.057;7707.913;30
24796.797;7763.5615;31
24974.541;7819.211;32
25048.602;7842.3975;33
25226.342;7898.047;34
25404.092;7953.696;35
25581.832;8009.345;36
25700.326;8046.445;37
25818.822;8083.5435;38
25818.822;8083.5435;39
25937.318;8120.642;40
26011.379;8143.829;41
26189.123;8199.479;42
26485.363;8292.228;43
26189.123;8199.479;44
26263.184;8222.665;45
26337.242;8245.854;46
26455.736;8282.953;47
26692.736;8357.152;48
26811.23;8394.253;49
26885.291;8417.439;50
26885.291;8417.439;51
27063.035;8473.089;52
27300.027;8547.289;53
27477.773;8602.938;54
27122.283;8491.64;55
27122.283;8491.64;56
27300.027;8547.289;57
27418.527;8584.389;58
27522.21;8616.851;59
27818.451;8709.6;60
28055.44;8783.799;61
