##;##
@Chart
PowerConsumption;Cooling Power Consumption;Nb of deployed VMs
531.241;166.325;1
1003.234;314.09998;2
1475.227;461.87497;3
1828.723;572.55;4
2241.467;701.77496;5
2419.2122;757.425;6
2772.7083;868.1;7
2891.205;905.19995;8
3068.95;960.849;9
3378.01;1057.6117;10
3496.5059;1094.7107;11
3615.002;1131.8097;12
4027.746;1261.0347;13
4381.2417;1371.7097;14
4499.738;1408.8087;15
4808.7983;1505.5714;16
4986.5435;1561.2203;17
5282.7827;1653.9694;18
5460.528;1709.6187;19
5579.024;1746.7186;20
5697.52;1783.8176;21
6051.016;1894.4927;22
6125.076;1917.6799;23
